B1,B2,B3,B4,B5,B6,Sector
-89,-70,-61,-85,-85,-62,7
-89,-70,-57,-85,-76,-97,7
-89,-77,-60,-81,-75,-63,7
-70,-83,-76,-97,-91,-82,8
-70,-100,-74,-63,-77,-74,8
-69,-85,-87,-98,-76,-74,8
-68,-84,-83,-92,-81,-73,8
-72,-75,-88,-92,-82,-86,8
-72,-83,-83,-57,-84,-91,8
-72,-75,-84,-91,-84,-85,8
-72,-77,-79,-90,-82,-92,8
-72,-85,-81,-56,-80,-82,8
-74,-78,-78,-90,-78,-81,8
-74,-87,-81,-62,-80,-79,8
-67,-74,-78,-97,-83,-74,8
-68,-76,-84,-62,-85,-84,8
-67,-84,-80,-97,-84,-85,8
-69,-74,-86,-61,-77,-74,8
-68,-80,-86,-96,-85,-75,8
-70,-72,-83,-96,-82,-74,8
-68,-71,-79,-57,-84,-88,8
-68,-78,-84,-91,-80,-93,8
-68,-71,-80,-93,-76,-87,8
-66,-72,-76,-57,-78,-80,8
-64,-79,-79,-93,-82,-80,8
-66,-71,-75,-91,-82,-94,8
-68,-75,-79,-57,-80,-96,8
-70,-71,-76,-91,-79,-80,8
-68,-81,-80,-91,-77,-80,8
-70,-74,-77,-59,-78,-80,8
-76,-82,-79,-92,-80,-78,8
-83,-76,-80,-93,-77,-81,8
-80,-81,-76,-60,-74,-81,8
-82,-75,-80,-93,-91,-97,8
-72,-81,-80,-58,-85,-84,8
-72,-75,-84,-92,-89,-85,8
-72,-72,-79,-93,-82,-90,8
-81,-77,-76,-93,-83,-82,8
-81,-72,-76,-58,-78,-95,8
-80,-80,-81,-92,-91,-84,8
-79,-73,-78,-92,-88,-78,8
-68,-81,-78,-57,-79,-84,8
-69,-75,-73,-90,-75,-82,8
-69,-97,-77,-91,-79,-74,8
-72,-79,-73,-91,-84,-77,8
-72,-88,-78,-57,-84,-77,8
-72,-87,-75,-90,-80,-77,8
-68,-85,-76,-94,-90,-86,8
-80,-90,-72,-59,-85,-82,8
-77,-96,-76,-95,-80,-87,8
-73,-87,-73,-62,-80,-74,8
-76,-92,-76,-96,-84,-80,8
-75,-84,-77,-96,-77,-86,8
-80,-93,-81,-62,-78,-83,8
-74,-92,-77,-98,-76,-74,8
-77,-94,-80,-96,-77,-76,8
-73,-70,-78,-62,-78,-84,8
-75,-77,-81,-90,-78,-88,8
-71,-69,-78,-92,-77,-89,8
-82,-76,-81,-56,-74,-78,8
-69,-69,-76,-90,-80,-78,8
-67,-77,-80,-88,-82,-78,8
-66,-69,-77,-55,-88,-81,8
-81,-76,-79,-89,-80,-82,8
-86,-80,-77,-90,-78,-78,8
-66,-89,-76,-97,-82,-78,8
-66,-78,-80,-63,-88,-78,8
-66,-85,-80,-99,-84,-83,8
-70,-80,-81,-96,-86,-81,8
-67,-86,-81,-96,-85,-81,8
-74,-78,-86,-62,-81,-82,8
-73,-85,-82,-96,-81,-81,8
-74,-70,-86,-56,-74,-77,8
-72,-76,-86,-91,-80,-77,8
-69,-70,-86,-90,-80,-77,8
-70,-77,-78,-56,-80,-80,8
-70,-70,-75,-91,-79,-80,8
-82,-77,-79,-91,-79,-79,8
-76,-70,-76,-56,-82,-74,8
-68,-76,-79,-91,-83,-75,8
-66,-76,-77,-58,-82,-82,8
-66,-83,-79,-93,-85,-78,8
-66,-76,-76,-58,-81,-76,8
-72,-83,-76,-92,-78,-79,8
-73,-76,-73,-58,-79,-87,8
-73,-82,-76,-92,-80,-82,8
-74,-76,-73,-92,-81,-80,8
-67,-75,-76,-97,-80,-81,8
-66,-84,-73,-62,-75,-74,8
-66,-90,-76,-96,-76,-73,8
-66,-88,-73,-97,-76,-80,8
-66,-82,-86,-63,-78,-84,8
-70,-74,-84,-74,-76,-82,8
-70,-82,-86,-96,-75,-87,8
-70,-80,-84,-61,-81,-84,8
-70,-88,-86,-96,-80,-82,8
-75,-90,-78,-98,-80,-81,8
-73,-88,-79,-70,-84,-79,8
-73,-76,-80,-64,-77,-74,8
-76,-76,-75,-73,-78,-84,8
-69,-84,-76,-63,-76,-85,8
-69,-83,-75,-96,-77,-74,8
-69,-88,-82,-96,-80,-84,8
-67,-74,-76,-68,-72,-85,9
-67,-82,-80,-67,-72,-85,9
-66,-75,-76,-64,-73,-82,9
-67,-83,-77,-99,-70,-84,9
-66,-75,-75,-65,-78,-81,9
-69,-82,-78,-101,-76,-78,9
-63,-74,-76,-61,-76,-80,9
-69,-79,-77,-96,-69,-78,9
-69,-85,-77,-96,-70,-78,9
-69,-78,-80,-70,-70,-79,9
-69,-84,-77,-74,-69,-76,9
-66,-80,-76,-72,-75,-76,9
-67,-85,-73,-72,-73,-77,9
-66,-77,-77,-69,-77,-82,9
-67,-86,-76,-71,-70,-76,9
-65,-77,-80,-98,-67,-80,9
-66,-84,-74,-63,-67,-82,9
-67,-75,-77,-97,-77,-78,9
-66,-83,-74,-64,-77,-78,9
-63,-76,-78,-99,-74,-82,9
-63,-84,-75,-99,-73,-84,9
-67,-77,-78,-70,-73,-83,9
-65,-84,-68,-100,-76,-85,9
-65,-74,-72,-65,-76,-76,9
-65,-80,-69,-72,-77,-78,9
-65,-74,-68,-73,-75,-79,9
-67,-75,-71,-61,-75,-76,9
-68,-80,-68,-95,-77,-77,9
-66,-74,-68,-62,-68,-74,9
-64,-80,-77,-97,-68,-74,9
-65,-77,-74,-96,-67,-76,9
-63,-83,-73,-67,-75,-80,9
-66,-78,-77,-66,-77,-75,9
-68,-81,-74,-66,-74,-74,9
-71,-88,-78,-70,-73,-73,9
-71,-80,-79,-67,-73,-76,9
-67,-84,-73,-60,-84,-77,9
-65,-87,-69,-71,-81,-78,9
-68,-82,-73,-85,-77,-83,9
-68,-71,-69,-74,-73,-79,9
-66,-76,-73,-60,-71,-78,9
-65,-69,-70,-93,-67,-75,9
-65,-77,-73,-60,-70,-75,9
-70,-70,-79,-93,-70,-74,9
-69,-88,-75,-94,-71,-74,9
-68,-78,-77,-58,-73,-76,9
-67,-86,-74,-93,-71,-76,9
-64,-80,-74,-97,-73,-74,9
-64,-86,-77,-62,-75,-74,9
-64,-80,-74,-99,-74,-74,9
-63,-86,-80,-62,-74,-74,9
-68,-79,-77,-77,-73,-74,9
-67,-82,-80,-69,-69,-76,9
-68,-75,-78,-67,-73,-76,9
-69,-81,-82,-68,-73,-77,9
-69,-81,-78,-67,-69,-76,9
-62,-74,-78,-71,-71,-76,9
-63,-82,-77,-72,-72,-77,9
-68,-74,-70,-70,-72,-76,9
-66,-76,-73,-96,-76,-74,9
-63,-76,-72,-64,-70,-73,9
-69,-70,-70,-100,-70,-72,9
-68,-78,-72,-60,-69,-77,9
-67,-70,-76,-96,-73,-78,9
-64,-80,-80,-98,-73,-78,9
-63,-77,-77,-68,-72,-84,9
-63,-75,-82,-65,-70,-81,9
-66,-83,-79,-64,-71,-85,9
-67,-78,-83,-97,-71,-84,9
-67,-84,-78,-66,-69,-77,9
-67,-75,-78,-67,-72,-89,9
-67,-82,-69,-66,-71,-89,9
-64,-78,-72,-103,-73,-94,9
-64,-84,-69,-66,-78,-84,9
-66,-73,-72,-67,-76,-84,9
-66,-83,-69,-69,-68,-73,9
-66,-90,-73,-69,-68,-74,9
-66,-78,-76,-68,-80,-74,9
-68,-85,-77,-63,-74,-75,9
-73,-88,-73,-97,-75,-71,9
-72,-80,-76,-97,-75,-70,9
-69,-87,-76,-64,-75,-72,9
-63,-79,-74,-65,-76,-74,9
-64,-82,-77,-98,-76,-81,9
-63,-80,-80,-64,-74,-76,9
-67,-73,-83,-64,-75,-71,9
-66,-83,-75,-64,-75,-72,9
-67,-75,-80,-100,-77,-70,9
-65,-82,-80,-66,-74,-74,9
-63,-75,-77,-66,-73,-75,9
-63,-82,-80,-64,-73,-76,9
-64,-74,-77,-99,-84,-77,9
-67,-83,-86,-97,-81,-81,9
-68,-75,-90,-66,-77,-78,9
-67,-82,-85,-67,-73,-80,9
-67,-75,-86,-64,-71,-78,9
-66,-76,-86,-97,-67,-78,9
-66,-82,-84,-63,-70,-79,9
-65,-75,-82,-61,-70,-76,9
-68,-83,-80,-70,-75,-77,9
-75,-83,-73,-68,-74,-72,10
-68,-67,-76,-68,-83,-76,10
-68,-77,-78,-77,-84,-81,10
-68,-70,-77,-80,-72,-69,10
-67,-78,-78,-68,-71,-68,10
-67,-71,-76,-68,-72,-89,10
-68,-79,-78,-77,-82,-92,10
-68,-80,-74,-77,-81,-99,10
-68,-81,-76,-79,-71,-73,10
-69,-88,-74,-74,-70,-70,10
-68,-81,-77,-74,-72,-67,10
-68,-89,-74,-74,-70,-65,10
-72,-80,-77,-73,-80,-102,10
-72,-87,-75,-76,-74,-66,10
-66,-78,-77,-84,-67,-67,10
-67,-85,-79,-93,-81,-67,10
-68,-72,-75,-76,-84,-65,10
-69,-80,-76,-70,-71,-64,10
-83,-72,-79,-79,-79,-66,10
-86,-73,-75,-82,-77,-85,10
-73,-80,-80,-81,-74,-83,10
-67,-73,-77,-79,-68,-85,10
-76,-80,-81,-72,-68,-75,10
-68,-87,-77,-71,-68,-73,10
-74,-95,-80,-69,-80,-76,10
-75,-85,-78,-76,-80,-80,10
-74,-92,-82,-74,-77,-90,10
-68,-82,-78,-80,-70,-80,10
-69,-89,-75,-73,-69,-74,10
-72,-85,-71,-77,-74,-76,10
-70,-89,-72,-71,-80,-78,10
-69,-93,-69,-74,-82,-74,10
-71,-92,-71,-71,-79,-64,10
-70,-94,-72,-70,-72,-65,10
-71,-88,-69,-70,-72,-98,10
-69,-80,-73,-87,-80,-64,10
-68,-85,-71,-85,-69,-97,10
-64,-77,-72,-69,-69,-84,10
-72,-83,-74,-72,-75,-86,10
-70,-82,-71,-70,-76,-65,10
-71,-76,-74,-82,-69,-100,10
-71,-82,-70,-70,-75,-100,10
-70,-75,-73,-74,-69,-80,10
-69,-82,-70,-69,-74,-76,10
-70,-74,-73,-73,-78,-80,10
-69,-81,-69,-80,-77,-72,10
-70,-86,-71,-84,-69,-74,10
-70,-94,-71,-71,-69,-71,10
-69,-82,-74,-72,-69,-74,10
-70,-86,-72,-69,-69,-76,10
-70,-85,-72,-81,-70,-70,10
-68,-86,-69,-89,-69,-66,10
-80,-93,-82,-85,-69,-68,10
-86,-85,-78,-66,-70,-68,10
-82,-76,-81,-67,-70,-78,10
-84,-80,-77,-68,-70,-76,10
-65,-76,-80,-75,-83,-81,10
-66,-81,-75,-76,-81,-71,10
-67,-86,-77,-69,-82,-98,10
-69,-89,-78,-67,-69,-68,10
-67,-80,-80,-101,-69,-100,10
-67,-87,-79,-71,-69,-67,10
-71,-82,-80,-72,-82,-80,10
-70,-84,-84,-70,-81,-80,10
-66,-82,-77,-70,-77,-82,10
-66,-73,-91,-68,-82,-84,10
-66,-80,-82,-67,-79,-86,10
-68,-73,-74,-71,-77,-82,10
-72,-80,-77,-71,-76,-66,10
-73,-73,-78,-88,-73,-66,10
-71,-80,-79,-92,-74,-82,10
-68,-73,-75,-96,-68,-85,10
-68,-80,-79,-68,-66,-87,10
-77,-79,-80,-69,-73,-67,10
-76,-84,-73,-70,-69,-66,10
-76,-81,-77,-68,-76,-69,10
-76,-75,-75,-76,-75,-81,10
-74,-73,-78,-74,-66,-82,10
-75,-82,-79,-76,-65,-75,10
-69,-89,-83,-66,-66,-81,10
-69,-82,-84,-68,-82,-82,10
-77,-88,-84,-68,-84,-76,10
-74,-87,-82,-77,-85,-69,10
-74,-80,-85,-80,-81,-68,10
-74,-82,-82,-68,-71,-100,10
-68,-88,-84,-69,-70,-72,10
-68,-80,-74,-77,-72,-75,10
-68,-86,-72,-77,-70,-77,10
-68,-83,-76,-79,-80,-100,10
-71,-76,-72,-74,-74,-80,10
-71,-85,-74,-70,-77,-76,10
-71,-74,-71,-70,-78,-80,10
-74,-81,-75,-67,-78,-72,10
-75,-74,-85,-71,-72,-74,10
-70,-82,-80,-68,-83,-71,10
-70,-74,-84,-70,-78,-74,10
-69,-81,-81,-69,-79,-76,10
-71,-75,-84,-73,-80,-76,10
-71,-82,-72,-74,-77,-76,10
-73,-82,-75,-68,-73,-77,10
-71,-90,-80,-65,-80,-82,11
-68,-88,-80,-95,-83,-85,11
-68,-80,-74,-59,-82,-88,11
-68,-72,-74,-93,-83,-71,11
-68,-80,-71,-94,-82,-71,11
-86,-72,-70,-59,-84,-81,11
-83,-78,-73,-93,-85,-80,11
-89,-78,-70,-93,-79,-82,11
-88,-92,-70,-59,-85,-71,11
-84,-93,-78,-93,-80,-72,11
-84,-87,-75,-93,-82,-80,11
-83,-94,-79,-67,-84,-81,11
-68,-89,-74,-67,-85,-80,11
-68,-89,-78,-66,-79,-86,11
-69,-80,-74,-62,-77,-85,11
-84,-80,-75,-97,-84,-88,11
-84,-73,-80,-62,-84,-77,11
-82,-78,-82,-96,-84,-74,11
-82,-73,-78,-62,-76,-72,11
-68,-78,-83,-96,-69,-79,11
-68,-73,-84,-58,-92,-87,11
-68,-77,-84,-93,-82,-79,11
-68,-70,-82,-92,-80,-72,11
-86,-77,-83,-58,-93,-72,11
-78,-70,-71,-92,-91,-81,11
-80,-77,-74,-58,-76,-84,11
-79,-70,-71,-92,-73,-78,11
-62,-77,-74,-61,-72,-79,11
-73,-73,-71,-96,-73,-78,11
-76,-81,-74,-97,-73,-77,11
-74,-74,-70,-61,-84,-77,11
-74,-80,-74,-96,-83,-80,11
-80,-73,-83,-96,-74,-76,11
-72,-73,-80,-60,-74,-76,11
-72,-80,-83,-96,-71,-76,11
-75,-70,-84,-95,-80,-75,11
-73,-70,-86,-61,-80,-78,11
-76,-77,-82,-91,-80,-76,11
-67,-70,-85,-91,-80,-76,11
-69,-77,-70,-58,-89,-76,11
-67,-70,-74,-92,-72,-76,11
-69,-77,-71,-92,-77,-83,11
-75,-86,-74,-57,-79,-84,11
-75,-94,-71,-91,-80,-80,11
-75,-84,-70,-70,-78,-80,11
-76,-92,-73,-68,-79,-75,11
-72,-91,-77,-69,-77,-76,11
-73,-74,-81,-90,-79,-89,11
-72,-86,-80,-94,-76,-76,11
-73,-78,-82,-65,-75,-90,11
-73,-84,-81,-60,-81,-86,11
-74,-76,-78,-96,-76,-84,11
-75,-82,-77,-95,-78,-88,11
-77,-81,-76,-60,-76,-85,11
-78,-83,-85,-94,-79,-76,11
-70,-89,-86,-71,-76,-76,11
-68,-83,-87,-70,-76,-76,11
-68,-90,-86,-74,-77,-80,11
-74,-97,-84,-95,-80,-77,11
-79,-80,-84,-60,-80,-80,11
-80,-85,-87,-95,-80,-82,11
-78,-79,-83,-94,-77,-93,11
-78,-88,-84,-60,-75,-82,11
-77,-78,-84,-95,-71,-77,11
-75,-86,-82,-93,-76,-79,11
-79,-78,-89,-58,-81,-80,11
-80,-83,-83,-92,-77,-83,11
-84,-73,-86,-94,-82,-84,11
-83,-73,-81,-68,-78,-86,11
-81,-78,-87,-67,-75,-88,11
-73,-73,-86,-69,-82,-82,11
-65,-83,-73,-60,-76,-83,11
-64,-77,-73,-94,-73,-82,11
-68,-75,-77,-60,-76,-84,11
-65,-76,-76,-94,-80,-95,11
-81,-81,-80,-93,-78,-96,11
-68,-89,-77,-93,-83,-80,11
-68,-82,-77,-70,-77,-78,11
-84,-88,-83,-69,-71,-77,11
-69,-81,-84,-60,-71,-72,11
-69,-88,-81,-60,-72,-72,11
-69,-81,-82,-96,-76,-71,11
-65,-84,-80,-96,-75,-72,11
-66,-80,-83,-68,-73,-73,11
-66,-82,-81,-65,-72,-86,11
-66,-88,-83,-66,-74,-82,11
-75,-82,-91,-98,-75,-82,11
-76,-86,-87,-73,-80,-76,11
-70,-81,-84,-97,-82,-76,11
-67,-89,-84,-63,-74,-83,11
-66,-80,-78,-100,-75,-84,11
-72,-88,-83,-98,-79,-80,11
-73,-80,-78,-63,-77,-80,11
-70,-87,-79,-98,-84,-75,11
-70,-80,-82,-97,-84,-76,11
-69,-79,-83,-63,-78,-89,11
-68,-87,-78,-68,-83,-76,11
-70,-82,-82,-66,-77,-76,11
-69,-90,-79,-68,-71,-79,11
-66,-84,-81,-69,-75,-82,11
-65,-76,-83,-67,-68,-67,12
-66,-69,-83,-100,-67,-67,12
-67,-86,-83,-66,-68,-67,12
-67,-84,-82,-99,-68,-69,12
-68,-85,-84,-64,-102,-67,12
-64,-86,-73,-101,-66,-67,12
-64,-78,-76,-64,-69,-72,12
-66,-72,-73,-100,-72,-71,12
-64,-78,-73,-65,-76,-73,12
-67,-78,-77,-98,-69,-76,12
-68,-71,-74,-65,-69,-80,12
-69,-77,-77,-102,-66,-82,12
-71,-77,-82,-62,-65,-77,12
-69,-85,-84,-97,-65,-68,12
-65,-76,-83,-99,-69,-68,12
-66,-86,-83,-62,-70,-67,12
-66,-94,-83,-96,-66,-77,12
-68,-72,-84,-62,-66,-79,12
-69,-78,-82,-102,-67,-68,12
-70,-73,-76,-65,-100,-68,12
-68,-88,-77,-72,-69,-67,12
-66,-92,-76,-69,-70,-73,12
-66,-72,-80,-100,-72,-73,12
-64,-73,-77,-97,-70,-73,12
-64,-80,-81,-63,-70,-80,12
-68,-73,-77,-62,-70,-84,12
-68,-80,-80,-96,-72,-81,12
-68,-73,-76,-63,-74,-77,12
-69,-79,-77,-68,-83,-76,12
-68,-81,-74,-69,-70,-82,12
-67,-88,-73,-63,-71,-80,12
-68,-80,-76,-100,-71,-67,12
-68,-90,-72,-66,-67,-68,12
-69,-85,-76,-97,-100,-73,12
-71,-80,-78,-99,-66,-72,12
-71,-73,-74,-97,-67,-74,12
-70,-80,-78,-63,-67,-68,12
-67,-79,-75,-96,-77,-69,12
-68,-72,-73,-97,-76,-72,12
-68,-80,-76,-63,-74,-71,12
-67,-76,-77,-97,-68,-73,12
-69,-84,-76,-66,-70,-73,12
-69,-76,-73,-67,-68,-81,12
-69,-80,-86,-68,-70,-68,12
-69,-88,-84,-66,-71,-69,12
-66,-79,-85,-100,-76,-74,12
-67,-86,-82,-66,-70,-73,12
-66,-74,-85,-98,-71,-74,12
-65,-82,-82,-62,-74,-81,12
-70,-78,-85,-97,-68,-75,12
-69,-90,-83,-68,-70,-71,12
-69,-84,-80,-67,-70,-72,12
-69,-76,-76,-69,-70,-72,12
-68,-84,-80,-68,-71,-72,12
-68,-76,-77,-65,-71,-71,12
-69,-88,-81,-96,-69,-72,12
-70,-80,-77,-65,-69,-73,12
-66,-89,-81,-62,-69,-75,12
-72,-88,-76,-100,-75,-74,12
-65,-96,-82,-64,-75,-73,12
-68,-93,-91,-99,-73,-68,12
-64,-98,-87,-63,-64,-69,12
-64,-84,-92,-96,-98,-70,12
-64,-90,-94,-97,-96,-73,12
-73,-82,-90,-97,-64,-72,12
-72,-87,-83,-63,-100,-70,12
-76,-94,-78,-98,-64,-72,12
-68,-71,-81,-99,-68,-70,12
-68,-78,-77,-64,-68,-71,12
-68,-71,-77,-99,-68,-71,12
-68,-72,-78,-68,-66,-74,12
-70,-80,-82,-68,-68,-77,12
-66,-73,-74,-100,-67,-71,12
-66,-80,-77,-64,-68,-71,12
-66,-91,-75,-66,-67,-72,12
-65,-86,-77,-64,-68,-68,12
-69,-96,-77,-98,-68,-69,12
-69,-88,-97,-64,-69,-73,12
-70,-82,-92,-100,-68,-70,12
-70,-90,-100,-64,-66,-71,12
-67,-71,-93,-95,-72,-69,12
-67,-84,-83,-62,-77,-76,12
-66,-75,-76,-64,-80,-77,12
-69,-85,-77,-99,-79,-69,12
-69,-71,-73,-98,-76,-70,12
-70,-78,-75,-64,-82,-72,12
-71,-71,-72,-100,-88,-70,12
-70,-78,-92,-66,-69,-68,12
-70,-71,-90,-98,-69,-70,12
-73,-85,-91,-64,-70,-72,12
-69,-77,-88,-63,-67,-74,12
-70,-84,-88,-62,-69,-83,12
-70,-76,-84,-98,-79,-85,12
-69,-84,-84,-65,-68,-73,12
-69,-77,-78,-64,-69,-81,12
-69,-80,-76,-98,-70,-68,12
-67,-82,-84,-65,-71,-69,12
-66,-86,-85,-68,-74,-74,12
-66,-86,-88,-68,-68,-75,12
-70,-79,-77,-99,-70,-77,12
-80,-92,-83,-74,-74,-76,13
-81,-100,-80,-73,-74,-76,13
-80,-91,-85,-80,-68,-69,13
-71,-88,-81,-66,-68,-70,13
-72,-95,-83,-66,-68,-80,13
-81,-86,-82,-66,-73,-80,13
-81,-96,-82,-72,-72,-80,13
-81,-90,-83,-69,-75,-78,13
-76,-83,-84,-70,-75,-78,13
-73,-83,-86,-70,-76,-76,13
-73,-91,-81,-74,-77,-78,13
-74,-77,-86,-74,-78,-77,13
-74,-84,-76,-65,-78,-78,13
-72,-76,-78,-66,-75,-86,13
-72,-83,-77,-66,-70,-84,13
-72,-76,-81,-99,-71,-78,13
-73,-84,-77,-83,-70,-70,13
-82,-83,-81,-76,-70,-73,13
-80,-91,-77,-77,-71,-73,13
-79,-84,-80,-80,-77,-73,13
-81,-91,-82,-76,-75,-75,13
-71,-84,-83,-69,-77,-82,13
-76,-91,-86,-69,-76,-88,13
-76,-84,-84,-68,-79,-83,13
-76,-90,-87,-72,-77,-86,13
-76,-85,-84,-71,-77,-80,13
-75,-85,-87,-71,-76,-79,13
-71,-92,-87,-69,-76,-81,13
-71,-85,-81,-68,-77,-81,13
-84,-92,-85,-78,-76,-71,13
-83,-87,-82,-80,-74,-72,13
-85,-95,-84,-77,-77,-70,13
-69,-76,-82,-71,-77,-83,13
-70,-84,-84,-71,-74,-82,13
-69,-77,-84,-71,-75,-82,13
-69,-84,-78,-71,-74,-70,13
-82,-78,-77,-76,-77,-70,13
-84,-84,-80,-76,-77,-81,13
-83,-78,-77,-76,-77,-82,13
-82,-85,-80,-71,-77,-84,13
-72,-88,-77,-71,-77,-80,13
-71,-76,-81,-71,-75,-84,13
-72,-86,-77,-68,-75,-71,13
-72,-80,-86,-68,-80,-71,13
-68,-87,-88,-79,-80,-82,13
-69,-88,-89,-80,-79,-77,13
-69,-86,-85,-77,-72,-77,13
-68,-93,-90,-68,-72,-77,13
-72,-88,-86,-68,-71,-81,13
-71,-95,-90,-68,-71,-80,13
-72,-92,-86,-76,-71,-80,13
-72,-89,-89,-76,-78,-72,13
-69,-88,-85,-73,-78,-71,13
-68,-82,-83,-73,-79,-71,13
-68,-90,-78,-73,-72,-77,13
-86,-83,-85,-68,-71,-77,13
-85,-89,-85,-68,-72,-77,13
-86,-83,-85,-68,-77,-71,13
-85,-82,-85,-72,-78,-71,13
-72,-94,-83,-72,-78,-71,13
-72,-88,-83,-72,-72,-78,13
-72,-95,-83,-68,-72,-77,13
-86,-86,-84,-68,-72,-78,13
-85,-95,-83,-68,-72,-80,13
-85,-86,-85,-75,-72,-80,13
-72,-93,-85,-75,-73,-80,13
-71,-82,-82,-74,-72,-71,13
-71,-74,-83,-75,-73,-72,13
-71,-80,-85,-72,-72,-71,13
-71,-74,-82,-72,-72,-71,13
-71,-81,-86,-74,-72,-80,13
-71,-73,-83,-77,-72,-81,13
-71,-96,-86,-75,-78,-81,13
-85,-87,-83,-76,-78,-71,13
-84,-94,-87,-72,-78,-71,13
-85,-97,-84,-72,-72,-71,13
-71,-88,-84,-72,-74,-76,13
-71,-89,-87,-68,-79,-77,13
-71,-95,-84,-68,-78,-80,13
-71,-74,-84,-77,-79,-80,13
-83,-80,-85,-78,-72,-77,13
-85,-74,-87,-68,-73,-77,13
-85,-81,-83,-68,-75,-77,13
-85,-74,-82,-77,-75,-78,13
-72,-81,-86,-78,-76,-78,13
-72,-74,-86,-77,-77,-78,13
-72,-81,-82,-80,-78,-76,13
-72,-86,-84,-76,-78,-69,13
-72,-93,-97,-69,-75,-70,13
-72,-83,-95,-69,-70,-80,13
-71,-92,-92,-68,-71,-80,13
-71,-87,-96,-72,-70,-71,13
-72,-88,-84,-71,-74,-75,13
-71,-86,-87,-71,-74,-71,13
-72,-92,-84,-69,-79,-78,13
-72,-86,-83,-68,-77,-77,13
-72,-95,-85,-78,-72,-78,13
-71,-86,-82,-73,-74,-80,13
-72,-87,-86,-72,-73,-78,13
-72,-93,-85,-78,-73,-78,13
-76,-85,-83,-75,-74,-77,14
-76,-96,-82,-90,-74,-75,14
-74,-100,-80,-92,-76,-71,14
-71,-92,-81,-78,-70,-74,14
-72,-88,-79,-76,-75,-71,14
-71,-86,-93,-77,-74,-76,14
-72,-83,-83,-75,-74,-75,14
-74,-88,-88,-73,-76,-76,14
-74,-78,-79,-78,-78,-76,14
-74,-85,-96,-82,-74,-70,14
-74,-94,-93,-91,-69,-70,14
-79,-89,-82,-80,-72,-69,14
-77,-88,-83,-78,-71,-70,14
-82,-98,-80,-78,-73,-76,14
-96,-91,-82,-77,-73,-76,14
-71,-83,-80,-76,-74,-76,14
-72,-74,-81,-81,-70,-70,14
-72,-80,-79,-90,-72,-70,14
-88,-72,-82,-77,-72,-74,14
-87,-80,-79,-78,-75,-74,14
-92,-73,-82,-74,-74,-73,14
-90,-84,-76,-81,-76,-77,14
-71,-80,-82,-77,-76,-75,14
-71,-85,-82,-77,-76,-76,14
-71,-77,-78,-76,-73,-74,14
-74,-79,-78,-77,-72,-74,14
-75,-86,-73,-77,-66,-74,14
-74,-80,-77,-77,-98,-76,14
-76,-86,-87,-76,-66,-76,14
-93,-78,-94,-71,-68,-77,14
-92,-84,-87,-80,-73,-72,14
-81,-76,-91,-87,-75,-72,14
-76,-88,-89,-75,-70,-72,14
-76,-81,-88,-74,-71,-78,14
-77,-86,-90,-71,-71,-75,14
-81,-78,-74,-84,-73,-75,14
-80,-87,-77,-87,-71,-73,14
-85,-77,-72,-78,-71,-79,14
-72,-82,-76,-78,-70,-78,14
-71,-78,-72,-76,-68,-75,14
-71,-86,-77,-76,-68,-78,14
-72,-76,-72,-81,-89,-79,14
-80,-84,-78,-76,-72,-80,14
-74,-77,-85,-80,-69,-79,14
-72,-78,-89,-76,-73,-80,14
-78,-96,-91,-82,-73,-84,14
-73,-85,-84,-76,-71,-85,14
-82,-92,-84,-72,-69,-77,14
-79,-94,-86,-78,-70,-75,14
-80,-89,-82,-76,-74,-73,14
-76,-96,-80,-76,-71,-75,14
-75,-74,-79,-76,-76,-74,14
-74,-88,-82,-86,-79,-77,14
-76,-84,-79,-90,-76,-76,14
-74,-79,-82,-96,-69,-76,14
-73,-83,-79,-75,-76,-75,14
-76,-77,-82,-76,-75,-79,14
-82,-83,-80,-76,-72,-75,14
-85,-78,-78,-71,-73,-76,14
-72,-94,-74,-71,-72,-77,14
-73,-87,-78,-77,-67,-77,14
-76,-92,-75,-73,-69,-81,14
-84,-91,-78,-73,-70,-81,14
-76,-86,-76,-72,-71,-75,14
-74,-93,-80,-75,-72,-75,14
-73,-86,-76,-77,-69,-76,14
-77,-74,-80,-73,-69,-75,14
-78,-82,-82,-73,-69,-76,14
-76,-73,-82,-73,-73,-75,14
-76,-80,-77,-78,-73,-75,14
-77,-74,-81,-76,-69,-76,14
-80,-81,-77,-80,-70,-76,14
-78,-74,-72,-72,-71,-74,14
-78,-82,-77,-73,-72,-75,14
-79,-76,-74,-73,-76,-75,14
-73,-82,-77,-74,-79,-75,14
-76,-82,-74,-74,-71,-69,14
-80,-74,-78,-73,-72,-69,14
-80,-76,-74,-75,-71,-79,14
-80,-93,-76,-75,-76,-76,14
-80,-83,-77,-81,-72,-69,14
-74,-90,-77,-77,-73,-70,14
-74,-85,-81,-82,-71,-69,14
-71,-98,-78,-90,-72,-74,14
-72,-87,-75,-82,-76,-78,14
-79,-94,-82,-87,-77,-78,14
-80,-82,-82,-80,-74,-74,14
-80,-90,-86,-80,-75,-73,14
-72,-92,-84,-80,-79,-81,14
-72,-87,-81,-88,-78,-78,14
-72,-82,-81,-86,-74,-73,14
-72,-74,-90,-81,-73,-73,14
-72,-81,-83,-71,-73,-73,14
-78,-77,-78,-84,-76,-71,14
-78,-82,-75,-87,-76,-76,14
